Sample_ID,Voucher_ID ,Project_Code,Gene_Kit ,Voucher_Institution,Specimen_Provider ,Superfamily,Family,Subfamily,Tribe,Section,Genus,Species,Sub-Species,Valid_Name,Tissue_Type,Voucher_Type,Sex,Country,Province,Island,Locality,Latitude,Longitude,Elevation ,Collection_Date,Collection_Day,Collection_Month,Collection_Year,Collector,Specimen_Identified_by,Type_Species,Out_Group,Priority_level,Submission_Code,Submission_Date
KA-17-0415-ABRI,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Adoliadini,,Bebearia,chriemhilda,,Bebearia chriemhilda,legs,papered,,Kenya,,,"Kararacha, Arabuko Forest, Jilore, Kenya coast",,,,1/1/2007,,January,2007,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA-17-0451-ABRI,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Adoliadini,,Euryphura,vansomereni,,Euryphura vansomereni,legs,papered,,DRC,,,"Kibale, Kivu DRC",,,,11/1/2012,,November,2012,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA-17-0453-ABRI,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Adoliadini,,Euryphura,species9,,Euryphura species9,legs,papered,,Cameroon,,,"Waak, N. Cameroon ",,,,6/1/2009,1,June,2009,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA-17-0455-ABRI,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Adoliadini,,Euryphura,ducarmei,,Euryphura ducarmei,legs,papered,,DRC,,,"Baliko/Basayo, 30km Kisangani Orienale Prov, DRC",,,,6/1/2013,,June,2013,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA-17-0456-ABRI,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Adoliadini,,Euryphura,euthalioides,,Euryphura euthalioides,legs,papered,,cameroon,,,Maan,,,,6/1/2012,,June,2012,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA-17-0458-ABRI,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Adoliadini,,Euryphura,achlys,,Euryphura achlys,legs,papered,,Kenya,,,"Kararacha, Arabuko Forest, Jilore, Kenya coast",,,,1/1/2007,,January,2007,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA-17-0462-ABRI,,"Adol, Genu",450,CCNY,,,Nymphalidae,Limenitidinae,Adoliadini,,Euryphura,porphyrion,fontainei,Euryphura porphyrion,abdomen,papered,,DRC,,,"Baliko/Basayo, 30km Kisangani, Orienale Prov",,,,10/1/2013,,October,2013,ABRI,,X,,1,CCNY-BN-004,15-Nov-17
KA-17-0463-ABRI,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Adoliadini,,Euryphura,nobilis,,Euryphura nobilis,legs,papered,,DRC,,,"Mapimbi, N. Kivu, E. DRC",,,,6/1/2016,,June,2016,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA-17-0468-ABRI,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Adoliadini,,Euriphene,pallidior,,Euriphene pallidior,legs,papered,,DRC,,,Lukolela Equaterur ,,,,3/1/2013,,March,2013,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA-17-0471-ABRI,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Adoliadini,,Euriphene,abasa,,Euriphene abasa,legs,papered,,DRC,,,"Pateka, N. Kivu, E. DRC",,,,6/1/2012,,June,2012,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA-17-0475-ABRI,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Adoliadini,,Euriphene,conjungens,,Euriphene conjungens,legs,papered,,DRC,,,"Maliva Kivu, E. DRC",,,,11/1/2012,,November,2012,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA-17-0479-ABRI,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Adoliadini,,Euriphene,melanops,,Euriphene melanops,legs,papered,,DRC,,,"Kithokolo, Kivu, E. DRC",,,,6/1/2014,,June,2014,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA-17-0480-ABRI,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Adoliadini,,Euriphene,daeglassi,,Euriphene daeglassi,legs,papered,,Gabon,,,Camp Nouna,,,,3/28/2008,,March,2008,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA-17-0481-ABRI,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Adoliadini,,Euriphene,camarensis,,Euriphene camarensis,legs,papered,,RCA,,,"Env Bangui, C. Africa Rep",,,,7/1/2010,,July,2010,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA-17-0482-ABRI,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Adoliadini,,Euriphene,sp.nov.bioko,,Euriphene sp.nov.bioko,legs,papered,,Bioko,,,"Moka SC, Bioko",,,,1/1/2011,,January,2011,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA-17-0502-ABRI,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Limenitidini,,Pseudacraea,fulvaria ,,Pseudacraea fulvaria ,legs,papered,,DRC,,,"Manzumbu, Kiyu, E. DRC",,,,3/1/2013,,March,2013,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA-17-0504-ABRI,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Limenitidini,,Pseudacraea,ruhama ,,Pseudacraea ruhama ,legs,papered,,DRC,,,"Mamove, Kivu, E.DRC",,,,11/1/2011,,November,2011,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA-17-0506-ABRI,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Limenitidini,,Pseudacraea,theorini ,bioko,Pseudacraea theorini ,legs,papered,,Bioko,,,"Moka SC, Bioko",,,,1/1/2011,,January,2011,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA-17-0507-ABRI,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Limenitidini,,Pseudacraea,theorini ,,Pseudacraea theorini ,legs,papered,,Cameroun,,,West Koutaba,,,,9/1/2013,,September,2013,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA-17-0509-ABRI,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Limenitidini,,Pseudacraea,apaturoides,,Pseudacraea apaturoides,legs,papered,,Madagascar,,,"Mananara L, ex Soa camp",,,,4/1/2011,1,April,2011,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA-17-0511-ABRI,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Limenitidini,,Pseudacraea,gamae,,Pseudacraea gamae,legs,papered,,Principe Island,,,Principe,,,,10/1/2006,1,October,2006,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA-17-0514-ABRI,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Limenitidini,,Pseudacraea,expansa,,Pseudacraea expansa,legs,papered,,Malawi,,,"Mt Mulanje, Malawi, RUOR/Lujeri",,,,4/1/2008,1,April,2008,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA-17-0530-ABRI,,Pier,13,ABRI,Ian Richardson,Papilionoidea,Pieridae,Coliadinae,,,Colias ,erate ,,Colias  erate ,abdomen,,,Democratic Republic of Congo,,,"Above Numbi, S. Kivu, E. DRC",,,,13-Apr,,April,2013,,Ian Richardson,,,2,CCNY-BN-010,3-May-18
KA-17-0533-ABRI,,Pier,13,ABRI,Ian Richardson,Papilionoidea,Pieridae,Pierinae,Pierini,,Belenois,anomala,,Belenois anomala,abdomen,,,Socotra,,,"Socotra Island, Yemen",,,,Jan-92,,January,1992,,Ian Richardson,,,2,CCNY-BN-010,3-May-18
KA-17-0534-ABRI,,Pier,13,ABRI,Ian Richardson,Papilionoidea,Pieridae,Pierinae,Pierini,,Belenois,antsianaka ,,Belenois antsianaka ,abdomen,,,Madagascar,,,"Analamahitsy, E. Ankarana, 87km SW D. Suarez",,,,27-Dec-09,27,December,2009,,Ian Richardson,,,2,CCNY-BN-010,3-May-18
KA1056,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Adoliadini,,Catuna,sikorana,,Catuna sikorana,Extract,Pinned,,Tanzania,,,Kihansi forest,,,,4/1/2006,1,April,2006,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA1064,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Adoliadini,,Bebearia,elpinice,,Bebearia elpinice,Extract,Pinned,,Cameroon,,,"Maan, S. Cameroon",,,,6/1/2012,,June,2012,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA1070,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Adoliadini,,Bebearia,tessmanni,tessmanni,Bebearia tessmanni,Extract,Pinned,,Gabon,N. Gabon,,Megobe Minkabe NP,,,,11/24/2012,24,November,2012,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA1073,,"Adol, Genu",450,CCNY,,,Nymphalidae,Limenitidinae,Adoliadini,,Pseudargynnis,hegemone,,Pseudargynnis hegemone,Extract,Pinned,,DRC,,,"Kitholoko, Luberto, E. DRC",,,,6/1/2013,1,June,2013,ABRI,,X,,1,CCNY-BN-004,15-Nov-17
KA1074,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Adoliadini,,Pseudathyma,neptidina,,Pseudathyma neptidina,Extract,Pinned,,DRC,,,"Kitholoko, Luberto, E. DRC",,,,9/1/2013,1,September,2013,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA1075,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Adoliadini,,Euptera,ginettae,,Euptera ginettae,Extract,Pinned,,DRC,,,"Mauliinya, Kivu. E.DRC",,,,11/1/2013,1,November,2013,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA1076,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Adoliadini,,Euptera,semirufa,,Euptera semirufa,Extract,Pinned,,DRC,,,"Kithokolo, Kivu, E. DRC",,,,3/1/2013,1,March,2013,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA1077,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Adoliadini,,Euptera,debruynei,,Euptera debruynei,Extract,Pinned,,DRC,E. DRC,,"Mamove, N. Kivu",,,,,,,,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA1079,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Adoliadini,,Pseudathyma,callina,,Pseudathyma callina,Extract,Pinned,,Cameroon ,,,Cameroon,,,,,,,,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA1080,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Adoliadini,,Euriphene,butleri,butleri,Euriphene butleri,Extract,Pinned,,DRC,,,"Kasuo, N. Kivu, E DRC",,,,3/1/2012,,March,2012,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA1081,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Adoliadini,,Euriphene,luteostriata,,Euriphene luteostriata,Extract,Pinned,,DRC,,,"Pateka, N. Kivu, E. DRC",,,,10/1/2012,1,October,2012,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA1083,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Adoliadini,,Euriphene,romi,,Euriphene romi,Extract,Pinned,,Cameroon,,,"Dja River, C.S. Cameroon",,,,8/4/2011,4,August,2011,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA1084,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Adoliadini,,Euriphene,adumbrata,,Euriphene adumbrata,Extract,Pinned,,DRC,,,"Mwenga, S. Kivu",,,,6/1/2013,1,June,2013,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA1085,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Adoliadini,,Euphaedra,cuprea,,Euphaedra cuprea,Extract,Pinned,,DRC,E. DRC,,"Mamove, N. Kivu",,,,11/30/2010,30,November,2010,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA1086,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Adoliadini,,Euptera,mirabilis,,Euptera mirabilis,Extract,Pinned,,Cameroun,,,"Akonolinga, Cameroon",,,,,,,,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA1087,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Adoliadini,,Euphaedra,landbecki,,Euphaedra landbecki,Extract,Pinned,,DRC,,,Lukoela Equateur,,,,6/1/2013,1,June,2013,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA1088,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Adoliadini,,Euphaedra,clio,,Euphaedra clio,Extract,Pinned,,DRC,,,Lukoela Equateur,,,,6/1/2013,1,June,2013,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA1089,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Adoliadini,,Euphaedra,ducarmei,,Euphaedra ducarmei,Extract,Pinned,,DRC,,,"Pateka, N. Kivu, E. DRC",,,,6/12/2013,12,June,2013,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA1093,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Adoliadini,,Euphaedra,symphona,symphona,Euphaedra symphona,Extract,Pinned,,DRC,,,Lukolele Equateur. DRC,,,,6/1/2013,1,June,2013,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA1094,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Adoliadini,,Euphaedra,aurivillii,,Euphaedra aurivillii,Extract,Pinned,,DRC,E. DRC,,"Mamove, N. Kivu",,,,2/1/2013,1,February,2013,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA1096,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Adoliadini,,Euphaedra,rubrocostata,generosa,Euphaedra rubrocostata,Extract,Pinned,,DRC,,,"Makele, Kivu DRC",,,,,,,,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA2021,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Adoliadini,,Aterica,rabena,,Aterica rabena,Extract,Pinned,,Madagascar,,,Madagascar,,,,,,,,Kwaku Aduse-Poku,,,,1,CCNY-BN-004,15-Nov-17
KA2040,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Adoliadini,,Bebearia,paludicola,paludicola,Bebearia paludicola,Extract,Pinned,,Gabon,N. Gabon,,Camp Nouna,,,,11/24/2012,24,November,2012,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA2043,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Adoliadini,,Euriphene,obtusangula,,Euriphene obtusangula,Extract,Pinned,,Cameroon,,,"Moumekeng, Manengouba Mtn, W. Cameroon",,,,1/1/2013,1,January,2013,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA2044,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Adoliadini,,Euriphene,duseni,canui,Euriphene duseni,Extract,Pinned,,Cameroun,,,"Mt Kupe, W. Cameroon",,,,1/1/2011,,January,2011,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA2046,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Adoliadini,,Bebearia,cinaethon,cinaethon,Bebearia cinaethon,Extract,Pinned,,Cameroon,,,"Nkolenyeng, Near Gabon border",,,,6/1/2012,,June,2012,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA2048,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Adoliadini,,Euphaedra,adolfifriderici,,Euphaedra adolfifriderici,Extract,Pinned,,Cameroon,S. Cameroon,,"Membele, 150km S. Ebolowa",,,,4/1/2013,1,April,2013,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA357,,Ypth,13,CCNY,,Papilionoidea,Nymphalidae,Satyrinae,Ypthimina,,Strabena,mandraka,,Strabena mandraka,Extract,papered,,Madagascar,,,"Mandraka Biodiversity Park, by road, SMA 379",,,,,,,,David Lees,,,,2,CCNY-BN-004,15-Nov-17
KA359,,Ypth,13,CCNY,,Papilionoidea,Nymphalidae,Satyrinae,Ypthimina,,Strabena,perroti,,Strabena perroti,Extract,papered,,Madagascar,,,"Mantadia, Belakato trail",,,,,,,,David Lees,,,,2,CCNY-BN-004,15-Nov-17
KA360,,Ypth,13,CCNY,,Papilionoidea,Nymphalidae,Satyrinae,Ypthimina,,Strabena,perrieri,,Strabena perrieri,Extract,papered,,Madagascar,,,"Anjanaharibe Sud, just above waypoint 212",,,,,,,,Kwaku Aduse-Poku,,,,2,CCNY-BN-004,15-Nov-17
KA363,,Ypth,13,CCNY,,Papilionoidea,Nymphalidae,Satyrinae,Ypthimina,,Strabena,dyscola,,Strabena dyscola,Extract,papered,,Madagascar,,,"Mandraka Biodiversity Park, by road, SMA 379",,,,,,,,Kwaku Aduse-Poku,,,,2,CCNY-BN-004,15-Nov-17
KA371,,Ypth,13,CCNY,,Papilionoidea,Nymphalidae,Satyrinae,Ypthimina,,Ypthima,motschulskyi,,Ypthima motschulskyi,Extract,papered,,Taiwan,,,"Eyge 572, forest",,,,,,,,,,,,2,CCNY-BN-004,15-Nov-17
KA372,,Ypth,13,CCNY,,Papilionoidea,Nymphalidae,Satyrinae,Ypthimina,,Ypthima,fasciata,,Ypthima fasciata,Extract,papered,,Indonesia,,,"Sabah, Danum Valley FC, near observation platform",,,,,,,,,,,,2,CCNY-BN-004,15-Nov-17
KA374,,Ypth,13,CCNY,,Papilionoidea,Nymphalidae,Satyrinae,Ypthimina,,Ypthima,pandocus,,Ypthima pandocus,Extract,papered,,Indonesia,,,"Sabah, Danum Valley FC",,,,,,,,,,,,2,CCNY-BN-004,15-Nov-17
KA4001,,Ypth,13,CCNY,,Papilionoidea,Nymphalidae,Satyrinae,Ypthimina,,Ypthima,sempera,,Ypthima sempera,Extract,papered,,Philippines,,,"Murcia, Brgy Minoyan,  Mambukal",,,,7/24/2012,,July,2012,David Lees,,,,2,CCNY-BN-004,15-Nov-17
KA4002,,Ypth,13,CCNY,,Papilionoidea,Nymphalidae,Satyrinae,Ypthimina,,Ypthima,nebulosa,,Ypthima nebulosa,Extract,papered,,Thailand,,,Erawan NP,,,,7/15/2013,,July,2013,Kwaku Aduse-Poku,,,,2,CCNY-BN-004,15-Nov-17
KA4005,,Ypth,13,CCNY,,Papilionoidea,Nymphalidae,Satyrinae,Ypthimina,,Ypthima,aphnius,,Ypthima aphnius,Extract,papered,,Indonesia,,,"Sikka, Mt. Egon",,,,6/11/2013,,June,2013,ABRI,,,,2,CCNY-BN-004,15-Nov-17
KA4009,,Ypth,13,CCNY,,Papilionoidea,Nymphalidae,Satyrinae,Ypthimina,,Ypthima,kalelonda,,Ypthima kalelonda,Extract,papered,,Indonesia,,,"Bobo, Lore Lindu NP",,,,6/10/2012,,June,2012,Kwaku Aduse-Poku,,,,2,CCNY-BN-004,15-Nov-17
KA4010,,Ypth,13,CCNY,,Papilionoidea,Nymphalidae,Satyrinae,Ypthimina,,Ypthima,stellera,,Ypthima stellera,Extract,papered,,Philippines,,,"Antequera, Mag-Aso Falls",,,,7/10/2011,,July,2011,ABRI,,,,2,CCNY-BN-004,15-Nov-17
KA4025,,Ypth,13,CCNY,,Papilionoidea,Nymphalidae,Satyrinae,Ypthimina,,Strabena,germanus,,Strabena germanus,Extract,papered,,Madagascar,,,,,,,,,,,David Lees,,,,2,CCNY-BN-004,15-Nov-17
KA4026,,Ypth,13,CCNY,,Papilionoidea,Nymphalidae,Satyrinae,Ypthimina,,Strabena,species_nov,,Strabena species_nov,Extract,papered,,Madagascar,,,,,,,,,,,David Lees,,,,2,CCNY-BN-004,15-Nov-17
KA4032,,Ypth,13,CCNY,,Papilionoidea,Nymphalidae,Satyrinae,Ypthimina,,Strabena,exocellens,,Strabena exocellens,Extract,papered,,Madagascar,,,,,,,,,,,David Lees,,,,2,CCNY-BN-004,15-Nov-17
KA4055,,Ypth,13,CCNY,,Papilionoidea,Nymphalidae,Satyrinae,Ypthimina,,Ypthima,doleta,,Ypthima doleta,Extract,papered,,Ghana,,,0,,,,,,,,Kwaku Aduse-Poku,,,,2,CCNY-BN-004,15-Nov-17
KA4069,,Ypth,13,CCNY,,Papilionoidea,Nymphalidae,Satyrinae,Ypthimina,,Strabena,modesta,,Strabena modesta,Extract,papered,,Madagascar,,,,,,,,,,,Kwaku Aduse-Poku,,,,2,CCNY-BN-004,15-Nov-17
KA4072,,Ypth,13,CCNY,,Papilionoidea,Nymphalidae,Satyrinae,Ypthimina,,Strabena,triophthalma,,Strabena triophthalma,Extract,papered,,Madagascar,,,,,,,,,,,Kwaku Aduse-Poku,,,,2,CCNY-BN-004,15-Nov-17
KA414,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Adoliadini,,Euptera,crowleyi,,Euptera crowleyi,Extract,Pinned,,Cameroon,,,"Lolodorf, SW Cameroon",,,,3/1/2013,1,March,2013,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA415,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Adoliadini,,Euptera,mirifica,,Euptera mirifica,Extract,Pinned,,DRC,,,"Makele, Kivu DRC",,,,8/1/2013,1,August,2013,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA417,,"Adol, Genu",450,CCNY,,,Nymphalidae,Limenitidinae,Adoliadini,,Pseudathyma,sibyllina,,Pseudathyma sibyllina,Extract,Pinned,,Central Africa Republic,,,"Env Bangui, C. Africa Rep",,,,9/1/2013,1,September,2013,ABRI,,X,,1,CCNY-BN-004,15-Nov-17
KA422,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Adoliadini,,Bebearia,liberti,,Bebearia liberti,Extract,Pinned,,Cameroon,,,Cameroon,,,,,,,,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA424,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Adoliadini,,Euriphene,amaranta,,Euriphene amaranta,Extract,Pinned,,Cameroon ,,,Cameroon,,,,,,,,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA426,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Adoliadini,,Euriphene,excelsior,,Euriphene excelsior,Extract,Pinned,,DRC,,,"Kasuo, N. Kivu, E DRC",,,,8/1/2012,,August,2012,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA451,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Adoliadini,,Euriphene,incerta,incerta,Euriphene incerta,Extract,Pinned,,Bioko,,,"Moka SC, Bioko",,,,2/1/2011,,February,2011,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA458,,Adol,13,CCNY,,,Nymphalidae,Limenitidinae,Adoliadini,,Euphaedra,jacqueshecqui,,Euphaedra jacqueshecqui,Extract,Pinned,,DRC,,,Lukolele Equateur. DRC,,,,6/1/2013,1,June,2013,ABRI,,,,1,CCNY-BN-004,15-Nov-17
KA461,,Ypth,13,CCNY,,Papilionoidea,Nymphalidae,Satyrinae,Ypthimina,,Strabena,55,,Strabena 55,Extract,papered,,Madagascar,,,"Amboditavy,_Ankazomivady",,,,23-Mar-03,,March,2003,David Lees,,,,2,CCNY-BN-004,15-Nov-17
KA464,,Ypth,13,CCNY,,Papilionoidea,Nymphalidae,Satyrinae,Ypthimina,,Strabena,105,,Strabena 105,Extract,papered,,Madagascar,,,Marojejy,,,,27-Jan-14,,Jan,2014,David Lees,,,,2,CCNY-BN-004,15-Nov-17
KA467,,Ypth,13,CCNY,,Papilionoidea,Nymphalidae,Satyrinae,Ypthimina,,Strabena,andriana,,Strabena andriana,Extract,papered,,Madagascar,,,"Ankiatomboka-Vohibola forest, 860 m.",,,,12/10/2001,,December,2001,Kwaku Aduse-Poku,,,,2,CCNY-BN-004,15-Nov-17
KA469,,Ypth,13,CCNY,,Papilionoidea,Nymphalidae,Satyrinae,Ypthimina,,Strabena,consobrina,,Strabena consobrina,Extract,papered,,Madagascar,,,Ranomafana Sahavondronina VOI,,,,14-Nov,,November,2014,David Lees,,,,2,CCNY-BN-004,15-Nov-17
KA472,,Ypth,13,CCNY,,Papilionoidea,Nymphalidae,Satyrinae,Ypthimina,,Strabena,eros,,Strabena eros,Extract,papered,,Madagascar,,,Anjanaharibe Sud,,,,14-Nov,,November,2014,Kwaku Aduse-Poku,,,,2,CCNY-BN-004,15-Nov-17
KA475,,Ypth,13,CCNY,,Papilionoidea,Nymphalidae,Satyrinae,Ypthimina,,Strabena,rakoto,,Strabena rakoto,Extract,papered,,Madagascar,,,"Ranomafana, Sahamahalaotra, site 5G",,,,,,,,Kwaku Aduse-Poku,,,,2,CCNY-BN-004,15-Nov-17
KA483,,Ypth,13,CCNY,,Papilionoidea,Nymphalidae,Satyrinae,Ypthimina,,Ypthima,albida,,Ypthima albida,Extract,papered,,Congo,,,Muleke,,,,5/1/2012,,May,2012,ABRI,,,,2,CCNY-BN-004,15-Nov-17
KA484,,"Ypth, Genu",450,CCNY,,Papilionoidea,Nymphalidae,Satyrinae,Ypthimina,,Ypthimomorpha,itonia,,Ypthimomorpha itonia,Extract,papered,,Congo,,,Muleke,,,,5/1/2012,,May,2012,ABRI,,X,,2,CCNY-BN-004,15-Nov-17
KA5052,,Ypth,13,CCNY,,Papilionoidea,Nymphalidae,Satyrinae,Ypthimina,,Strabena,sufferti,,Strabena sufferti,Extract,papered,,Madagascar,,,"Alatsara, summit",,,,3/4/1995,,March,1995,ABRI,,,,2,CCNY-BN-004,15-Nov-17
KA5053,,Ypth,13,CCNY,,Papilionoidea,Nymphalidae,Satyrinae,Ypthimina,,Strabena,goudoti,,Strabena goudoti,Extract,papered,,Madagascar,,,"Beampongo, Ibity Massif",,,,2/22/2004,,February,2004,Kwaku Aduse-Poku,,,,2,CCNY-BN-004,15-Nov-17
KA5055,,Ypth,13,CCNY,,Papilionoidea,Nymphalidae,Satyrinae,Ypthimina,,Strabena,91,,Strabena 91,Extract,papered,,Madagascar,,,"Analamazaotra, Andasibe, station forestiere",,,,12/11/2004,,December,2004,David Lees,,,,2,CCNY-BN-004,15-Nov-17
KA5056,,Ypth,13,CCNY,,Papilionoidea,Nymphalidae,Satyrinae,Ypthimina,,Strabena,76,,Strabena 76,Extract,papered,,Madagascar,,,"Foret d'Ankeniheny, ridge, primary forest",,,,11/7/1994,,November,1994,ABRI,,,,2,CCNY-BN-004,15-Nov-17
KA5057,,Ypth,13,CCNY,,Papilionoidea,Nymphalidae,Satyrinae,Ypthimina,,Strabena,60,,Strabena 60,Extract,papered,,Madagascar,,,"Kirindy Nord, near dry RIO",,,,1/18/2002,,January,2002,David Lees,,,,2,CCNY-BN-004,15-Nov-17
KA5059,,Ypth,13,CCNY,,Papilionoidea,Nymphalidae,Satyrinae,Ypthimina,,Strabena,41,,Strabena 41,Extract,papered,,Madagascar,,,"Tsaratanana, 1932 m., Lac",,,,,,,,David Lees,,,,2,CCNY-BN-004,15-Nov-17
KA5060,,Ypth,13,CCNY,,Papilionoidea,Nymphalidae,Satyrinae,Ypthimina,,Strabena,100,,Strabena 100,Extract,papered,,Madagascar,,,"Ambohitantely, near ANGAP village",,,,12/6/2006,,December,2006,ABRI,,,,2,CCNY-BN-004,15-Nov-17
KA5064,,Ypth,13,CCNY,,Papilionoidea,Nymphalidae,Satyrinae,Ypthimina,,Strabena,impar,,Strabena impar,Extract,papered,,Madagascar,,,"Befarara, RS Kalambatritra (western)",,,,12/12/2006,,December,2006,Kwaku Aduse-Poku,,,,2,CCNY-BN-004,15-Nov-17
KA5065,,Ypth,13,CCNY,,Papilionoidea,Nymphalidae,Satyrinae,Ypthimina,,Strabena,61,,Strabena 61,Extract,papered,,Madagascar,,,"Bemaraha, Analamanitsy (Grande falaise Bemaraha)",,,, /2/2002,,February,2002,Kwaku Aduse-Poku,,,,2,CCNY-BN-004,15-Nov-17
