SampleID,VoucherID,ProjectCode,GeneKit,VoucherInstitution,SpecimenProvider,Superfamily,Family,Subfamily,Tribe,Section,Genus,Species,SubSpecies,UsrValidName,TissueType,VoucherType,Sex,Country,Province,Island(ifapplicable),Locality,Latitude,Longitude,Elevation,CollectionDate,CollectionDay,CollectionMonth,CollectionYear,Collector,SpecimenIdentifiedby,TypeSpecies,OutGroup,Prioritylevel,SubmissionCode,SubmissionDate,SheetName,Notes
LEP 41463,,,,MGCL,,Papilionoidea,Nymphalidae,Heliconinae,Acraeini,,Altinote,alcione,,Altinote alcione,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41464,,,,MGCL,,Papilionoidea,Nymphalidae,Nymphalinae,Melitaeini,,Tegosa,,,Tegosa ,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41465,,,,MGCL,,Papilionoidea,Nymphalidae,Nymphalinae,Melitaeini,,Tegosa,,,Tegosa ,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41466,,,,MGCL,,Papilionoidea,Riodinidae,,,,Nymphidium,,,Nymphidium ,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41467,,,,MGCL,,Papilionoidea,Nymphalidae,Heliconinae,Acraeini,,Altinote,stratonice,,Altinote stratonice,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41468,,Pier,,MGCL,,Papilionoidea,Pieridae,,,,Perrhybris,lorena,,Perrhybris lorena,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41469,,,,MGCL,,Papilionoidea,Riodinidae,,,,Nymphidium,,,Nymphidium ,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41470,,,,MGCL,,Papilionoidea,Riodinidae,,,,,,, ,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41471,,,,MGCL,,Papilionoidea,Nymphalidae,Limenitidinae,,,Adelpha,epione,,Adelpha epione,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41472,,,,MGCL,,Papilionoidea,Nymphalidae,Satyrinae,,,Oxeoschistus,protogenia,,Oxeoschistus protogenia,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41473,,,,MGCL,,Papilionoidea,Nymphalidae,,,,,,, ,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41474,,,,MGCL,,Papilionoidea,Nymphalidae,Satyrinae,Satyrini,,Euptychoides,albofasciata,,Euptychoides albofasciata,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41475,,,,MGCL,,Papilionoidea,Riodinidae,,,,Ancyluris,,,Ancyluris ,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41476,,,,MGCL,,Papilionoidea,Nymphalidae,Satyrinae,,,Oressinoma,typhla,,Oressinoma typhla,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41477,,,,MGCL,,Papilionoidea,Nymphalidae,Limenitidinae,,,Adelpha,,,Adelpha ,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41478,,,,MGCL,,Papilionoidea,Nymphalidae,,,,Telenassa,jana,,Telenassa jana,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41479,,,,MGCL,,Papilionoidea,Nymphalidae,Limenitidinae,,,Adelpha,,,Adelpha ,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41480,,,,MGCL,,Papilionoidea,Nymphalidae,Limenitidinae,,,Adelpha,,,Adelpha ,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41481,,Pier,,MGCL,,Papilionoidea,Pieridae,,,,Perrhybris,lorena,,Perrhybris lorena,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41482,,,,MGCL,,Papilionoidea,Nymphalidae,Heliconinae,Acraeini,,Altinote,stratonice,,Altinote stratonice,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41483,,,,MGCL,,Papilionoidea,Nymphalidae,Heliconinae,Acraeini,,Altinote,stratonice,,Altinote stratonice,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41484,,,,MGCL,,Papilionoidea,Nymphalidae,Satyrinae,,,,,, ,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41485,,,,MGCL,,Papilionoidea,Papilionidae,Papilioninae,Leptocircini,,Mimoides,cf euryleon,,Mimoides cf euryleon,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41486,,,,MGCL,,Papilionoidea,Riodinidae,,,,,,, ,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41487,,,,MGCL,,Papilionoidea,Nymphalidae,,,,,,, ,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41488,,,,MGCL,,Papilionoidea,Riodinidae,,,,,,, ,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41489,,,,MGCL,,Papilionoidea,Nymphalidae,,,,,,, ,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41490,,Pier,,MGCL,,Papilionoidea,Pieridae,,,,Perrhybris,lorena,,Perrhybris lorena,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41491,,,,MGCL,,Papilionoidea,Nymphalidae,Limenitidinae,,,Adelpha,epione,,Adelpha epione,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41492,,,,MGCL,,Papilionoidea,Nymphalidae,Biblidinae,Ageroniini,,Hamadryas,feronia,,Hamadryas feronia,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41493,,,,MGCL,,Papilionoidea,Nymphalidae,Cyrestinae,Cyrestini,,Marpesia,corinna,,Marpesia corinna,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41494,,,,MGCL,,Papilionoidea,Nymphalidae,Cyrestinae,Cyrestini,,Marpesia,corinna,,Marpesia corinna,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41495,,,,MGCL,,Papilionoidea,Nymphalidae,,,,Hemeuptychia,,,Hemeuptychia ,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41496,,,,MGCL,,Papilionoidea,Nymphalidae,,,,,,, ,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41497,,,,MGCL,,Papilionoidea,Nymphalidae,Nymphalinae,Melitaeini,,Eresia,cf letitia,,Eresia cf letitia,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41498,,,,MGCL,,Papilionoidea,Nymphalidae,Satyrinae,,,Oressinoma,typhla,,Oressinoma typhla,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41500,,,,MGCL,,Papilionoidea,Nymphalidae,,,,,,, ,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41503,,Hesp,,MGCL,,Papilionoidea,Hesperiidae,Hesperiinae,Moncini,,Mnasitheus,simplicissima,,Mnasitheus simplicissima,,"Dry in freezer, in small envelope",Male,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,Dissected Genitalia
LEP 41504,,,,MGCL,,Papilionoidea,Nymphalidae,Satyrinae,Satyrini,,Euptychoides,albofasciata,,Euptychoides albofasciata,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41505,,,,MGCL,,Papilionoidea,Nymphalidae,Heliconinae,Acraeini,,Altinote,stratonice,,Altinote stratonice,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41506,,,,MGCL,,Papilionoidea,Nymphalidae,Cyrestinae,Cyrestini,,Marpesia,corinna,,Marpesia corinna,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41508,,,,MGCL,,Papilionoidea,Nymphalidae,Cyrestinae,Cyrestini,,Marpesia,corinna,,Marpesia corinna,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41509,,,,MGCL,,Papilionoidea,Nymphalidae,,,,Metamorpha,elissa,,Metamorpha elissa,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,Extracted K. Dexter
LEP 41510,,,,MGCL,,Papilionoidea,Nymphalidae,Limenitidinae,,,Adelpha,,,Adelpha ,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41511,,,,MGCL,,Papilionoidea,Nymphalidae,Nymphalinae,Melitaeini,,Eresia,polina?,,Eresia polina?,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41512,,,,MGCL,,Papilionoidea,Nymphalidae,Nymphalinae,Melitaeini,,Tegosa,,,Tegosa ,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41513,,,,MGCL,,Papilionoidea,Nymphalidae,Nymphalinae,Nymphalini,,Hypanartia,lethe,,Hypanartia lethe,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41514,,,,MGCL,,Papilionoidea,Nymphalidae,Cyrestinae,Cyrestini,,Marpesia,corinna,,Marpesia corinna,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41520,,Pier,,MGCL,,Papilionoidea,Pieridae,,,,Perrhybris,lorena,,Perrhybris lorena,,,,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,Extracted K. Dexter
LEP 41521,,,,MGCL,,Papilionoidea,Nymphalidae,Heliconiinae,Acraeini,,Altinote,stratonice,,Altinote stratonice,,,,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41522,,,,MGCL,,Papilionoidea,Nymphalidae,Satyrinae,Satyrini,,,,, ,,,,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41524,,,,MGCL,,Papilionoidea,Riodinidae,,,,,,, ,,,,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41525,,,,MGCL,,Papilionoidea,Nymphalidae,,,,Castilia,ofella?,,Castilia ofella?,,,,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41526,,,,MGCL,,Papilionoidea,Riodinidae,,,,Nymphidium,,,Nymphidium ,,,,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41527,,,,MGCL,,Papilionoidea,Nymphalidae,Heliconinae,Acraeini,,Altinote,stratonice,,Altinote stratonice,,,,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41528,,,,MGCL,,Papilionoidea,Nymphalidae,Heliconinae,Acraeini,,Altinote,stratonice,,Altinote stratonice,,,,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41529,,,,MGCL,,Papilionoidea,Nymphalidae,Biblidinae,Biblidini,,Pyrrhogyra,edocla?,,Pyrrhogyra edocla?,,,,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41532,,,,MGCL,,Papilionoidea,Nymphalidae,Heliconinae,Acraeini,,Altinote,stratonice,,Altinote stratonice,,,,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41533,,,,MGCL,,Papilionoidea,Riodinidae,Riodininae,Mesosemiini,,Mesosemia,,,Mesosemia ,,,,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41534,,,,MGCL,,Papilionoidea,Nymphalidae,Heliconinae,Acraeini,,Altinote,alcione,,Altinote alcione,,,,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41535,,,,MGCL,,Papilionoidea,Nymphalidae,,,,,,, ,,,,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41538,,,,MGCL,,Papilionoidea,Nymphalidae,,,,,,, ,,,,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41539,,,,MGCL,,Papilionoidea,Nymphalidae,Nymphalinae,Victoriini,,Anartia,amathea,,Anartia amathea,,,,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41543,,,,MGCL,,Papilionoidea,Nymphalidae,Satyrinae,Satyrini,,,,, ,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41544,,Pier,,MGCL,,Papilionoidea,Pieridae,Pierinae,,,Leptophobia,,,Leptophobia ,,,,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41545,,Pier,,MGCL,,Papilionoidea,Pieridae,Pierinae,,,Leptophobia,,,Leptophobia ,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41546,,Pier,,MGCL,,Papilionoidea,Pieridae,Dismorphiinae,,,Lieinix,nemesis,,Lieinix nemesis,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41547,,Hesp,,MGCL,,Papilionoidea,Hesperiidae,Hesperiinae,,,Enosis,,,Enosis ,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41548,,Pier,,MGCL,,Papilionoidea,Pieridae,Pierinae,,,Leptophobia,cf aripa,,Leptophobia cf aripa,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41549,,Hesp,,MGCL,,Papilionoidea,Hesperiidae,,,,Nisoniades,,,Nisoniades ,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41550,,Hesp,,MGCL,,Papilionoidea,Hesperiidae,Eudaminae,,,Urbanus,near teleus,,Urbanus near teleus,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
LEP 41551,,Hesp,,MGCL,,Papilionoidea,Hesperiidae,Eudaminae,,,Urbanus,albimargo,,Urbanus albimargo,,"Dry in freezer, in small envelope",,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,Extracted K. Dexter
LEP 41552,,Hesp,,MGCL,,Papilionoidea,Hesperiidae,Hesperiinae,,,Racta,,,Racta ,,"Dry in freezer, in small envelope",male,Ecuador,Napo Province,,"Wildsumaco Biological Station, East slope Andes Mtns.","0∞40'17.2""S","77∞35'55.1""W",~1400m,,14-Jan,August,2016,Kawahara & Barber Labs et al.,,,,,,,MGCL Butterflies.xls,
