SampleID,VoucherID,ProjectCode,GeneKit,VoucherInstitution,SpecimenProvider,Superfamily,Family,Subfamily,Tribe,Section,Genus,Species,SubSpecies,UsrValidName,TissueType,VoucherType,Sex,Country,Province,Island(ifapplicable),Locality,Latitude,Longitude,Elevation,CollectionDate,CollectionDay,CollectionMonth,CollectionYear,Collector,SpecimenIdentifiedby,TypeSpecies,OutGroup,Prioritylevel,SubmissionCode,SubmissionDate,SheetName,Notes
DL-12-E142,,SEAB,13,CCNY,,Papilionoidea,Nymphalidae,Satyrinae,Satyrini,,Acrophtalmia,albofasciata,,Acrophtalmia albofasciata,abdomen,alcoholic,unknown,Philippines,Mindanao,North Cotabato,"Kidapawan City, Brgy Ilomavis, Mt. Apo",7.0189,125.2231,1300,15-Jul-12,15,July,2012,David J. Lohman,David J. Lohman,,,3,CCNY-BN-002,2017,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-12-E142,,SEAB,13,CCNY,David J. Lohman,Papilionoidea,Nymphalidae,Satyrinae,Satyrini,,Acrophtalmia,albofasciata,,Acrophtalmia albofasciata,abdomen,alcoholic,,Philippines,North Cotabato,Mindanao,"Kidapawan City, Brgy Ilomavis, Mt. Apo",7.0189,125.2231,1300,7/15/2012,15,July,2012,David J. Lohman,David J. Lohman,,,3,CCNY-BN-005,17-Dec-17,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-12-E155,,"Deli, Pier",13,CCNY,David J. Lohman,Papilionoidea,Pieridae,Pierinae,Pierini,,Delias,levicki,,Delias levicki,abdomen,alcoholic,,Philippines,Mindanao,North Cotabato,"Kidapawan City, Brgy Ilomavis, Mt. Apo",7.0189,125.2231,1300,7/15/2012,15,July,2012,David J. Lohman,David J. Lohman,,,2,CCNY-BN-005,17-Dec-17,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-12-E161,,"Deli, Pier",13,CCNY,David J. Lohman,Papilionoidea,Pieridae,Pierinae,Pierini,,Delias,baracasa,,Delias baracasa,abdomen,alcoholic,,Philippines,Mindanao,North Cotabato,"Kidapawan City, Brgy Ilomavis, Mt. Apo",7.0063,125.2403,1400,7/17/2012,17,July,2012,David J. Lohman,David J. Lohman,,,2,CCNY-BN-005,17-Dec-17,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-12-E164,,Adol,13,CCNY,David J. Lohman,Papilionoidea,Nymphalidae,Limenitidinae,Neptini,,Neptis,cyra,vibusa,Neptis cyra,abdomen,alcoholic,,Philippines,North Cotabato,Mindanao,"Kidapawan City, Brgy Ilomavis, Mt. Apo",7.0063,125.2403,1400,7/18/2012,18,July,2012,David J. Lohman,David J. Lohman,,,1,CCNY-BN-005,17-Dec-17,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-12-E170,,Cyre,13,CCNY,David J. Lohman,Papilionoidea,Nymphalidae,Cyrestinae,Cyrestini,,Cyrestis,kudrati,,Cyrestis kudrati,abdomen,alcoholic,,Philippines,North Cotabato,Mindanao,"Kidapawan City, Brgy Ilomavis, Mt. Apo",7.0063,125.2403,1400,7/19/2012,19,July,2012,David J. Lohman,David J. Lohman,,,3,CCNY-BN-005,17-Dec-17,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-12-E175,,Genu,450,CCNY,David J. Lohman,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,,Cebrella,penelope,,Cebrella penelope,abdomen,alcoholic,,Philippines,Negros Occidental,Negros,"Murcia, Brgy Minoyan,  Mambukal",10.5094,123.119,450,7/24/2012,24,July,2012,David J. Lohman,David J. Lohman,,,3,CCNY-BN-005,17-Dec-17,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-12-E185,,Dana,13,CCNY,David J. Lohman,Papilionoidea,Nymphalidae,Danainae,Danaini,,Ideopsis,juventa,manillana,Ideopsis juventa,abdomen,alcoholic,,Philippines,Negros Occidental,Negros,"Murcia, Brgy Minoyan,  Mambukal",10.5094,123.119,450,7/24/2012,24,July,2012,David J. Lohman,David J. Lohman,,,2,CCNY-BN-005,17-Dec-17,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-12-E197,DL-12-E197,"Deli, Pier",13,CCNY,,Papilionoidea,Pieridae,Pierinae,Pierini,,Delias,henningia,,Delias henningia,abdomen,alcoholic,unknown,Philippines,Negros Occidental,Negros,"Murcia, Brgy Minoy, Mambukal",10.50939 N,123.119 E,450,25,July,2012,25-Jul-12,David J. Lohman,David J. Lohman,,,2,CCNY-BN-001,2016,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-12-E209,DL-12-E209,Pier,13,CCNY,,Papilionoidea,Pieridae,Pierinae,Pierini,,Pareronia,boebera,,Pareronia boebera,abdomen,alcoholic,unknown,Philippines,Negros Occidental,Negros,"Murcia, Brgy Minoy, Mambukal",,,,25,July,2012,25-Jul-12,David J. Lohman,David J. Lohman,,,2,CCNY-BN-001,2016,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-12-E210,,"SEAB, Genu",450,CCNY,,Papilionoidea,Nymphalidae,Satyrinae,Satyrini,,Ptychandra,lorquinii,,Ptychandra lorquinii,abdomen,alcoholic,unknown,Philippines,Negros,Negros Occidental,"Murcia, Brgy Minoyan,  Mambukal",10.50939,123.119,450,25-Jul-12,25,July,2012,David J. Lohman,David J. Lohman,x,,2,CCNY-BN-002,2017,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-12-E211,,Adol,13,CCNY,,Papilionoidea,Nymphalidae,Limenitidinae,Neptini,,Neptis,mindorana,,Neptis mindorana,abdomen,ethanol,,Philippines,Negros Occidental,Negros,"Murcia, Brgy Minoyan,  Mambukal",10.5094,123.119,450,7/25/2012,25,July,2012,David J. Lohman,David J. Lohman,,,1,CCNY-BN-004,15-Nov-17,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-12-E213,,SEAB,13,CCNY,,Papilionoidea,Nymphalidae,Satyrinae,Zetherini,,Zethera,musides,,Zethera musides,abdomen,alcoholic,female,Philippines,Negros,Negros Occidental,"Murcia, Brgy Minoyan,  Mambukal",10.50939,123.119,450,26-Jul-12,26,July,2012,David J. Lohman,David J. Lohman,,,3,CCNY-BN-002,2017,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-12-E214,,"Eure, Pier",13,CCNY,,Papilionoidea,Pieridae,Coliadinae,,,Eurema,sarilata,,Eurema sarilata,abdomen,alcoholic,,Philippines,Negros Occidental,Negros,"Murcia, Brgy Minoyan,  Mambukal",10.5094,123.119,450,26-Jul-12,26,July,2012,David J. Lohman,"Leong, Jing",,,2,CCNY-BN-011,22-May-18,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-12-E217,,SEAB,13,CCNY,,Papilionoidea,Nymphalidae,Satyrinae,Satyrini,,Acrophtalmia,yamashitai,,Acrophtalmia yamashitai,abdomen,alcoholic,unknown,Philippines,Negros,Negros Occidental,"Murcia, Brgy Minoyan,  Mambukal",10.50939,123.119,450,26-Jul-12,26,July,2012,David J. Lohman,David J. Lohman,,,3,CCNY-BN-002,2017,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-12-Q058,,"Amat, Genu",450,CCNY,,Papilionoidea,Nymphalidae,Morphinae,Amathusiini,,Taenaris,urania,,Taenaris urania,abdomen,RNAlater,unknown,Indonesia,Seram,Maluku,"Central Seram, Manusela NP",-2.99909,129.2134,30,28-Jun-12,28,June,2012,David J. Lohman,David J. Lohman,x,,2,CCNY-BN-002,2017,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-12-Q058,,"Amat, Genu",450,CCNY,Djunijanti Peggie,Papilionoidea,Nymphalidae,Morphinae,Amathusiini,,Taenaris,urania,,Taenaris urania,abdomen,RNAlater,,Indonesia,Maluku,Seram,Manusela National Park,-2.9991,129.2134,30,6/28/2012,28,June,2012,David J. Lohman,David J. Lohman,X,,2,CCNY-BN-005,17-Dec-17,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-12-Q062,,Genu,450,CCNY,Djunijanti Peggie,Papilionoidea,Nymphalidae,Nymphalinae,Junoniini,,Hypolimnas,pandarus,pandarus,Hypolimnas pandarus,abdomen,RNAlater,,Indonesia,Maluku,Seram,Manusela National Park,-2.9991,129.2134,30,6/28/2012,28,June,2012,David J. Lohman,David J. Lohman,X,,3,CCNY-BN-005,17-Dec-17,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-12-R053,,Pier,13,CCNY,,Papilionoidea,Pieridae,Pierinae,Pierini,,Belenois,java,,Belenois java,abdomen,RNAlater,unknown,Indonesia,Sulawesi,Central Sulawesi,,-1.0481,119.95019,155,10-Jun-12,10,June,2012,David J. Lohman,David J. Lohman,,,2,CCNY-BN-002,2017,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-12-R065,,Jami,13,CCNY,Djunijanti Peggie,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Jamides,Jamides,pseudosias,echeilea,Jamides pseudosias,abdomen,RNAlater,male,Indonesia,Central Sulawesi,Sulawesi,"Bobo, Lore Lindu NP",-1.116,120.001,800,6/10/2012,10,June,2012,David J. Lohman,David J. Lohman,,,1,CCNY-BN-005,17-Dec-17,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-12-R073,,Adol,13,CCNY,Djunijanti Peggie,Papilionoidea,Nymphalidae,Limenitidinae,Limenitidini,,Parasarpa,libnites,,Parasarpa libnites,abdomen,RNAlater,unknown,Indonesia,Central Sulawesi,Sulawesi,"Toro, Lore Lindu NP",-1.492,120.033,800,6/13/2012,13,June,2012,David J. Lohman,David J. Lohman,,,1,CCNY-BN-004,15-Nov-17,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-12-R093,DL-12-R093,Pier,13,CCNY,,Papilionoidea,Pieridae,Pierinae,Pierini,,Pareronia,tritaea,,Pareronia tritaea,abdomen,RNAlater,unknown,Indonesia,Gorontalo,Sulawesi,"Lombongo, BoganiNani Wartabone NP",,,,18,July,2012,18-Jul-12,Yusep Synata,David J. Lohman,,,2,CCNY-BN-001,2016,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-12-R125,,SEAB,13,CCNY,Djunijanti Peggie,Papilionoidea,Nymphalidae,Heliconiinae,Vagrantini,,Cupha,lampetia,lampetia,Cupha lampetia,abdomen,RNAlater,,Indonesia,Maluku,Seram,Manusela National Park,-2.9831,129.1884,30,6/28/2012,28,June,2012,David J. Lohman,David J. Lohman,,,3,CCNY-BN-005,17-Dec-17,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-12-R151,,Adol,13,CCNY,,Papilionoidea,Nymphalidae,Limenitidinae,Neptini,,Lasippa,ebusa,laetitia,Lasippa ebusa,abdomen,RNAlater,,Philippines,North Cotabato,Mindanao,"Kidapawan City, Brgy Ilomavis, Mt. Apo",7.0063,125.2403,1400,7/18/2012,18,July,2012,David J. Lohman,David J. Lohman,,,1,CCNY-BN-004,15-Nov-17,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-12-R151,,Adol,13,CCNY,David J. Lohman,Papilionoidea,Nymphalidae,Limenitidinae,Neptini,,Neptis,nitetis,nitetis,Neptis nitetis,abdomen,RNAlater,,Philippines,North Cotabato,Mindanao,"Kidapawan City, Brgy Ilomavis, Mt. Apo",7.0063,125.2403,1400,7/18/2012,18,July,2012,David J. Lohman,David J. Lohman,,,1,CCNY-BN-005,17-Dec-17,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-12-R169,,Jami,13,CCNY,David J. Lohman,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Jamides,Jamides,schatzi,jumaloni,Jamides schatzi,abdomen,RNAlater,female,Philippines,Negros Occidental,Negros,"Murcia, Brgy Minoyan,  Mambukal",10.5094,123.119,450,7/25/2012,25,July,2012,David J. Lohman,David J. Lohman,,,1,CCNY-BN-005,17-Dec-17,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-12-R172,,Genu,450,CCNY,,Papilionoidea,Lycaenidae,Polyommatinae,,,Sancterila,hermarchus,hermarchus,Sancterila hermarchus,abdomen,RNAlater,male,Philippines,Negros Occidental,Negros,"Murcia, Brgy Minoyan,  Mambukal",10.5094,123.119,450,25-Jul-12,25,July,2012,David J. Lohman,David J. Lohman,,,2,CCNY-BN-011,22-May-18,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-12-R185,,SEAB,13,CCNY,David J. Lohman,Papilionoidea,Nymphalidae,Satyrinae,Satyrini,,Acrophtalmia,yamashitai,,Acrophtalmia yamashitai,abdomen,RNAlater,,Philippines,Negros Occidental,Negros,"Murcia, Brgy Minoyan,  Mambukal",10.5094,123.119,450,7/26/2012,26,July,2012,David J. Lohman,David J. Lohman,,,3,CCNY-BN-005,17-Dec-17,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-13-B012,,Amat,13,CCNY,,Papilionoidea,Nymphalidae,Morphinae,Amathusiini,,Faunis,stomphax,plateni,Faunis stomphax,,alcoholic,,Philippines,Palawan,Palawan,Irawan,9.8064,118.6689,190,16-May-13,16,May,2013,David J. Lohman,David J. Lohman,,,2,CCNY-BN-002,2017,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-13-B022,,"Amat, Genu",450,CCNY,David J. Lohman,Papilionoidea,Nymphalidae,Satyrinae,Zetherini,,Neorina,lowii,princesa,Neorina lowii,abdomen,alcoholic,,Philippines,Palawan,Palawan,Irawan,9.80641,118.66901,185,5/18/2013,18,May,2013,David J. Lohman,David J. Lohman,,X,2,CCNY-BN-005,17-Dec-17,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-13-B086,DL-13-B086,Adol,13,CCNY,,Papilionoidea,Nymphalidae,Limenitinae,Adoliadini,,Euthalia,evalina,vallona,Euthalia evalina,abdomen,papered,,Thailand,,Kanchanaburi,Ampuh Sri Sawat,14.5706,99.2036,200,15-Jul-13,15,July,2013,David J. Lohman ,David J. Lohman,,,1,CCNY-BN-003,28-Feb-17,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-13-B088,,"Amat, Genu",450,CCNY,,Papilionoidea,Nymphalidae,Morphinae,Amathusiini,,Amathuxidia,amythaon,amythaon,Amathuxidia amythaon,abdomen,alcoholic,male,Thailand,,Kanchanaburi,Ampuh Sri Sawat,14.5706,99.20359,200,16-Jul-13,16,July,2013,David J. Lohman,David J. Lohman,x,,2,CCNY-BN-002,2017,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-13-B089,DL-13-B089,Adol,13,CCNY,,Papilionoidea,Nymphalidae,Limenitinae,Adoliadini,,Euthalia,recta,monilis,Euthalia recta,abdomen,papered,female,Thailand,,Kanchanaburi,Erawan NP,14.372,99.1439,160,16-Jul-13,16,July,2013,David J. Lohman ,David J. Lohman,,,1,CCNY-BN-003,28-Feb-17,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-13-F014,,Pier,13,CCNY,,Papilionoidea,Pieridae,Pierinae,Pierini,,Cepora,boisduvaliana,negrosensis,Cepora boisduvaliana,abdomen,alcoholic,,Philippines,Negros,Negros Occidental,"Barangay Minoyan, Murcia, Mt. Canlaon",10.4939,123.1042,650,11-May-13,11,May,2013,David J. Lohman,David J. Lohman,,,2,CCNY-BN-002,2017,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-13-F024,,Pier,13,CCNY,,Papilionoidea,Pieridae,Pierinae,Pierini,,Appias,indra,massilia,Appias indra,abdomen,alcoholic,,Philippines,Palawan,Palawan,Irawan,9.8064,118.6689,190,16-May-13,16,May,2013,David J. Lohman,David J. Lohman,,,2,CCNY-BN-002,2017,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-13-F025,DL-13-F025,Pier,13,CCNY,,Papilionoidea,Pieridae,Pierinae,Pierini,,Pareronia,nishiyamai,,Pareronia nishiyamai,abdomen,alcoholic,male,Philippines,Palawan,Palawan,Irawan,,,,16,May,2013,16-May-13,David J. Lohman,David J. Lohman,,,2,CCNY-BN-001,2016,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-13-F032,,SEAB,13,CCNY,David J. Lohman,Papilionoidea,Nymphalidae,Heliconiinae,Vagrantini,,Cupha,arias,arias,Cupha arias,abdomen,alcoholic,,Philippines,Palawan,Palawan,Irawan,9.8064,118.669,190,5/16/2013,16,May,2013,David J. Lohman,David J. Lohman,,,3,CCNY-BN-005,17-Dec-17,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-13-F035,,"Cyre, Genu",450,CCNY,David J. Lohman,Papilionoidea,Nymphalidae,Cyrestinae,Cyrestini,,Chersonesia,rahria,rahria,Chersonesia rahria,abdomen,alcoholic,,Philippines,Palawan,Palawan,Irawan,9.8064,118.669,190,5/16/2013,16,May,2013,David J. Lohman,David J. Lohman,X,,3,CCNY-BN-005,17-Dec-17,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-13-F039,DL-13-F039,Adol,13,CCNY,,Papilionoidea,Nymphalidae,Limenitinae,Adoliadini,,Tanaecia,aruna,palawanica,Tanaecia aruna,abdomen,papered,female,Philippines,Palawan,Palawan,Irawan,9.8064,118.669,190,16-May-13,16,May,2013,David J. Lohman ,David J. Lohman,,,1,CCNY-BN-003,28-Feb-17,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-13-F040,,Adol,13,CCNY,,Papilionoidea,Nymphalidae,Limenitidinae,Limenitidini,,Athyma,speciosa,speciosa,Athyma speciosa,abdomen,ethanol,,Philippines,Palawan,Palawan,Irawan,9.8064,118.669,190,5/16/2013,16,May,2013,David J. Lohman,David J. Lohman,,,1,CCNY-BN-004,15-Nov-17,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-13-F055,,"Pier, Genu",450,CCNY,,Papilionoidea,Pieridae,Coliadinae,,,Catopsilia,pomona,pomona,Catopsilia pomona,abdomen,alcoholic,,Philippines,Palawan,Palawan,Irawan,9.77549,118.7329,10,16-May-13,16,May,2013,David J. Lohman,David J. Lohman,x,,2,CCNY-BN-002,2017,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-13-F064,,Adol,13,CCNY,David J. Lohman,Papilionoidea,Nymphalidae,Limenitidinae,Neptini,,Neptis,sunica,,Neptis sunica,abdomen,alcoholic,,Philippines,Palawan,Palawan,Irawan,9.80641,118.66901,185,5/18/2013,18,May,2013,David J. Lohman,David J. Lohman,,,1,CCNY-BN-005,17-Dec-17,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-13-F066,,Jami,13,CCNY,David J. Lohman,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Jamides,Jamides,elpis,pseudelpis,Jamides elpis,abdomen,alcoholic,,Philippines,Palawan,Palawan,Irawan,9.8064,118.669,185,5/18/2013,18,May,2013,David J. Lohman ,Yusuke Takanami,,,1,CCNY-BN-005,17-Dec-17,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-13-F078,,Adol,13,CCNY,Djunijanti Peggie,Papilionoidea,Nymphalidae,Limenitidinae,Neptini,,Lasippa,neriphus,sangira,Lasippa neriphus,abdomen,ethanol,,Indonesia,Sulawesi Utara,Sangir,,3.6051,125.5433,390,6/3/2013,3,June,2013,David J. Lohman,David J. Lohman,,,1,CCNY-BN-004,15-Nov-17,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-13-F083,,Adol,13,CCNY,Djunijanti Peggie,Papilionoidea,Nymphalidae,Limenitidinae,Limenitidini,,Tarattia,bruijni,,Tarattia bruijni,abdomen,ethanol,,Indonesia,Sulawesi Utara,Sangir,"Tamako Regency, Lelipang",3.491,125.5287,100,6/4/2013,4,June,2013,David J. Lohman,David J. Lohman,,,1,CCNY-BN-004,15-Nov-17,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-13-F084,,Cyre,13,CCNY,Djunijanti Peggie,Papilionoidea,Nymphalidae,Cyrestinae,Cyrestini,,Cyrestis,eximia,,Cyrestis eximia,abdomen,alcoholic,,Indonesia,North Sulawesi,Sangir,"Tamako Regency, Lelipang",3.48417,125.52986,80,6/4/2013,4,June,2013,David J. Lohman,David J. Lohman,,,3,CCNY-BN-005,17-Dec-17,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-13-F085,,"Pier, Eure",13,CCNY,,Papilionoidea,Pieridae,Coliadinae,,,Eurema,celebensis,celebensis,Eurema celebensis,abdomen,alcoholic,,Indonesia,Sangir,North Sulawesi,,3.57295,125.532539,260,5-Jun-13,5,June,2013,David J. Lohman,David J. Lohman,,,1,CCNY-BN-002,2017,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-13-F112,,Genu,450,CCNY,,Papilionoidea,Nymphalidae,Satyrinae,Satyrini,,Orsotriena,medus,medus,Orsotriena medus,abdomen,alcoholic,,Indonesia,Flores,East Nusa Tenggara,"Sikka, Mt. Egon",-8.65113,122.439379,500,11-Jun-13,11,June,2013,David J. Lohman,David J. Lohman ,x,,2,CCNY-BN-002,2017,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-13-F123,,"Adol, Genu",450,CCNY,Djunijanti Peggie,Papilionoidea,Nymphalidae,Limenitidinae,Limenitidini,,Moduza,procris,florensis,Moduza procris,abdomen,ethanol,,Indonesia,East Nusa Tenggara,Flores,"Sikka, Larantuka",-8.49734,122.62017,285,6/12/2013,12,June,2013,David J. Lohman,David J. Lohman ,X,,1,CCNY-BN-004,15-Nov-17,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-13-F138,DL-13-F138,"Deli, Pier",13,CCNY,,Papilionoidea,Pieridae,Pierinae,Pierini,,Delias,sambawana,,Delias sambawana,leg,alcoholic,unknown,Indonesia,East Nusa Tenggara,Flores,"Ende, Moni",8.70423 S,121.83037 E,1200,13,June,2013,13-Jun-13,David J. Lohman,David J. Lohman,,,2,CCNY-BN-001,2016,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-13-F139,DL-13-F139,"Deli, Pier",13,CCNY,,Papilionoidea,Pieridae,Pierinae,Pierini,,Delias,periboea,floresiana,Delias periboea,leg,alcoholic,unknown,Indonesia,East Nusa Tenggara,Flores,"Ende, Moni",8.70423 S,121.83037 E,1200,13,June,2013,13-Jun-13,David J. Lohman,David J. Lohman,,,2,CCNY-BN-001,2016,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-13-F181,,Pier,13,CCNY,,Papilionoidea,Pieridae,Coliadinae,,,Catopsilia,scylla,sumbana,Catopsilia scylla,abdomen,alcoholic,male,Indonesia,Sumba,East Nusa Tenggara,"East Sumba, Lewa, Raja Forest",-9.712059,119.906109,600,20-Jun-13,20,June,2013,David J. Lohman,David J. Lohman ,,,2,CCNY-BN-002,2017,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-13-F188,,Jami,13,CCNY,Djunijanti Peggie,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Jamides,Jamides,anops,,Jamides anops,abdomen,alcoholic,female,Indonesia,East Nusa Tenggara,Sumba,"East Sumba, Lewa, Km. 51",-9.73563,119.9392,650,6/21/2013,21,June,2013,David J. Lohman,David J. Lohman ,,,1,CCNY-BN-005,17-Dec-17,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-13-F214,,Dana,13,CCNY,Djunijanti Peggie,Papilionoidea,Nymphalidae,Danainae,Danaini,,Ideopsis,oberthurii,,Ideopsis oberthurii,abdomen,alcoholic,,Indonesia,East Nusa Tenggara,Sumba,"East Sumba, Katala Hamu Lingu Regency, Kombapari Village, Kombapari Forest",-9.80377,119.9631,640,6/23/2013,23,June,2013,David J. Lohman,David J. Lohman ,,,2,CCNY-BN-005,17-Dec-17,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-13-F253,,Amat,13,CCNY,,Papilionoidea,Nymphalidae,Morphinae,Amathusiini,,Amathusia,taenia,spp.,Amathusia taenia,abdomen,alcoholic,,Indonesia,Sumbawa,Nusa Tenggara Barat,"Alas Regency, Marente Village",-8.56961,117.03454,100,1-Jul-13,1,July,2013,David J. Lohman,David J. Lohman ,,,2,CCNY-BN-002,2017,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-13-F253,,Amat,13,RCB-LIPI (MZB),Djunijanti Peggie,Papilionoidea,Nymphalidae,Morphinae,Amathusiini,,Amathusia,taenia,spp.,Amathusia taenia,legs,alcoholic,,Indonesia,West Nusa Tenggara,Sumbawa,"Alas Regency, Marente Village",-8.56961,117.03454,100,7/1/2013,1,July,2013,David J. Lohman,David J. Lohman ,,,2,CCNY-BN-005,17-Dec-17,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-13-F261,,"Pier, Genu",450,CCNY,,Papilionoidea,Pieridae,Pierinae,Anthocharidini,,Leptosia,nina,nina,Leptosia nina,abdomen,alcoholic,,Thailand,,Kanchanaburi,Ampuh Sri Sawat,14.5602,99.18649,180,13-Jul-13,13,July,2013,David J. Lohman,David J. Lohman,x,,2,CCNY-BN-002,2017,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-13-F263,DL-13-F263,Pier,13,CCNY,,Papilionoidea,Pieridae,Pierinae,Pierini,,Pareronia,anais,anais,Pareronia anais,abdomen,alcoholic,unknown,Thailand,Kanchanaburi,,Ampuh Sri Sawat,14.560200 N,99.186499 E,180,13,July,2013,13-Jul-13,David J. Lohman,David J. Lohman,,,2,CCNY-BN-001,2016,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-13-F266,,Adol,13,CCNY,Zdenek F. Fric,Papilionoidea,Nymphalidae,Limenitinae,Neptini,,Pantoporia,bieti,,Pantoporia bieti,abdomen,alcoholic,,Thailand,Kanchanaburi,,Ampuh Sri Sawat,14.5602,99.1865,180,13-Jul-13,13,July,2013,David J. Lohman,Zdenek F. Fric,,,1,CCNY-BN-011,22-May-18,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-13-F267,,Genu,450,CCNY,David J. Lohman,Papilionoidea,Nymphalidae,Satyrinae,Satyrini,,Lethe,europa,niladana,Lethe europa,abdomen,alcoholic,female,Thailand,Kanchanaburi,,Ampuh Sri Sawat,14.5602,99.1865,180,7/13/2013,13,July,2013,David J. Lohman,David J. Lohman,X,,3,CCNY-BN-005,17-Dec-17,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-13-F270,,Jami,13,CCNY,David J. Lohman,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,Jamides,Jamides,pura,pura,Jamides pura,abdomen,alcoholic,male,Thailand,Kanchanaburi,,Ampuh Sri Sawat,14.5602,99.1865,180,7/13/2013,13,July,2013,David J. Lohman,David J. Lohman,,,1,CCNY-BN-005,17-Dec-17,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-13-F283,,Adol,13,CCNY,,Papilionoidea,Nymphalidae,Limenitidinae,Neptini,,Phaedyma,columella,martabana,Phaedyma columella,abdomen,ethanol,,Thailand,Kanchanaburi,,Ampuh Sri Sawat,14.5706,99.2036,200,7/15/2013,15,July,2013,David J. Lohman,Andrew Brownjohn,,,1,CCNY-BN-004,15-Nov-17,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
DL-13-F286,,Pier,13,CCNY,,Papilionoidea,Pieridae,Coliadinae,,,Catopsilia,pyranthe,pyranthe,Catopsilia pyranthe,abdomen,alcoholic,,Thailand,,Kanchanaburi,Ampuh Sri Sawat,14.5706,99.20359,200,15-Jul-13,15,July,2013,David J. Lohman,David J. Lohman,,,2,CCNY-BN-002,2017,Lohman_email_CCNY-All-Submitted-2018.07.11.xls,
